id,globio_country_code,item_name,item_code,msa_land_use_dynamic,msa_land_use_static,msa_fragmentation_dynamic,msa_fragmentation_static,msa_encroachment_dynamic,msa_encroachment_static,msa_n_deposition_static,msa_n_deposition_dynamic,msa_climate_change_terrestrial_dynamic,msa_climate_change_aquatic_dynamic,msa_aquatic_wetland_conversion_static,msa_aquatic_wetland_conversion_dynamic,msa_aquatic_land_use_river_static_wm,msa_aquatic_land_use_river_static_cut,msa_aquatic_land_use_river_dynamic_wm,msa_aquatic_land_use_river_dynamic_cut,msa_aquatic_land_use_wetland_static_wm,msa_aquatic_land_use_wetland_static_cut,msa_aquatic_land_use_wetland_dynamic_wm,msa_aquatic_land_use_wetland_dynamic_cut,msa_aquatic_HD_water_withdrawn_static_wm,msa_aquatic_HD_water_withdrawn_static_cut,msa_aquatic_HD_water_withdrawn_dynamic_wm,msa_aquatic_HD_water_withdrawn_dynamic_cut,msa_aquatic_lakes_eutrophication_static,msa_aquatic_lakes_eutrophication_dynamic
11,40,"Cereals, nes",108,1.22640128246912E-05,0.00287380843183648,0,0.000671304656123955,0,0.000896152404536263,9.06021036858707E-05,0,3.82414393240307E-06,3.73056873080441E-08,5.19624038913013E-08,5.77360043236682E-09,4.50569262169055E-06,4.5397417613665E-06,8.87159924105184E-09,8.94881687014528E-09,1.37446742817129E-05,1.40168696991279E-05,2.63304225311494E-08,2.67469470056565E-08,1.86144184710396E-07,1.98747388457751E-07,0,0,4.37473835621654E-05,0
12,40,Potatoes,116,1.34469244551406E-06,0.000315099840760514,0,7.36054595369375E-05,0,9.82589781692851E-05,9.93410281900442E-06,0,4.19299745521122E-07,4.09039656227687E-09,5.69743793994624E-09,6.33048659994026E-10,4.94028416049724E-07,4.97761747183096E-07,9.7272994162667E-10,9.81196498534814E-10,1.50704014557616E-06,1.53688511775074E-06,2.88700939659373E-09,2.9326793842436E-09,2.04098513703849E-08,2.17917345362458E-08,0,0,4.79669884791813E-06,0
13,40,Sugar beet,157,5.44878000402363E-07,0.000127680475735146,0,2.98254041249199E-05,0,3.98151679404968E-05,4.02536215464596E-06,0,1.69902945220629E-07,1.65745491256486E-09,2.3086383823237E-09,2.56515375813744E-10,2.00183481640826E-07,2.01696251352278E-07,3.94156408993901E-10,3.97587112136312E-10,6.10662329357931E-07,6.22755703433765E-07,1.16983471752715E-09,1.18834048933547E-09,8.27020263280606E-09,8.83015055154081E-09,0,0,1.94365312715563E-06,0
14,40,"Beans, dry",176,1.74183638846948E-05,0.00408162007951033,0,0.000953442314926096,0,0.00127278965714469,0.00012868059038083,0,5.43136504455843E-06,5.29846181497704E-08,7.38012975231012E-08,8.20014416923347E-09,6.39935678142659E-06,6.44771618167464E-06,1.26001779375759E-08,1.27098487917319E-08,1.95213215721265E-05,1.99079159842537E-05,3.73966406788125E-08,3.79882231377968E-08,2.64377344565208E-07,2.82277455411667E-07,0,0,6.21336471823444E-05,0
15,40,"Broad beans, horse beans, dry",181,1.71356337382389E-05,0.004015368332188,0,0.000937966298514867,0,0.00125213008150634,0.000126591882026519,0,5.34320460396431E-06,5.21245862346858E-08,7.26033749285643E-08,8.06704165872937E-09,6.29548416216032E-06,6.34305860577264E-06,1.23956552753303E-08,1.25035459820015E-08,1.92044567882905E-05,1.95847761050366E-05,3.67896285756052E-08,3.73716086289688E-08,2.60086043393447E-07,2.77695604507756E-07,0,0,6.11251107156594E-05,0
16,40,"Peas, dry",187,1.68329693710172E-05,0.00394444542767285,0,0.000921399127405125,0,0.00123001387824316,0.000124355906838542,0,5.24882830804792E-06,5.12039167601622E-08,7.13209913957116E-08,7.92455459952351E-09,6.18428788197592E-06,6.23102202466377E-06,1.21767125027713E-08,1.22826975505703E-08,1.88652510810225E-05,1.92388528694237E-05,3.61398183717194E-08,3.67115189905854E-08,2.55492178996637E-07,2.72790704828964E-07,0,0,6.00454662018516E-05,0
17,40,Vetches,205,2.54772602420136E-05,0.00597004963629711,0,0.0013945682926319,0,0.00186166700518363,0.000188216810197028,0,7.94427660517413E-06,7.74988348137309E-08,1.07946697843789E-07,1.19940775381988E-08,9.36012585229996E-06,9.43085953506277E-06,1.84298602633611E-08,1.85902721660398E-08,2.85531863528303E-05,2.91186451129684E-05,5.46988197662097E-08,5.55641077095508E-08,3.86695929317377E-07,4.12877824782132E-07,0,0,9.08808146120424E-05,0
18,40,Lupins,210,2.56293275856887E-05,0.00600568335755192,0,0.00140289211920586,0,0.0018727788262192,0.000189340228888432,0,7.9916939895119E-06,7.79614058216057E-08,1.08591004470313E-07,1.20656671633681E-08,9.41599408386422E-06,9.48714995814778E-06,1.85398634531833E-08,1.87012328140699E-08,2.87236131240329E-05,2.92924469649605E-05,5.50253032320533E-08,5.58957558609927E-08,3.89004019835065E-07,4.15342188433504E-07,0,0,9.14232592837929E-05,0
19,40,"Pulses, nes",211,1.52881907280955E-05,0.0035824596769395,0,0.000836841396546728,0,0.00111713425922129,0.000112943639354939,0,4.76713801966684E-06,4.65048814740154E-08,6.47757918012898E-08,7.19731020014331E-09,5.61674952132253E-06,5.65919482441659E-06,1.10592432672087E-08,1.11555019598591E-08,1.71339678878447E-05,1.74732838618444E-05,3.28232306474035E-08,3.33424657216171E-08,2.32045403038791E-07,2.47756425640356E-07,0,0,5.4535032971182E-05,0
20,40,Soybeans,236,1.27377809356111E-05,0.00298482582975991,0,0.000697237663805032,0,0.000930771451161739,9.41021316230724E-05,0,3.97187351101966E-06,3.87468342845798E-08,5.39697509384988E-08,5.99663899316653E-09,4.6797509427538E-06,4.71511542650295E-06,9.21431584395761E-09,9.29451644858999E-09,1.4275641466984E-05,1.45583519996842E-05,2.73475867106575E-08,2.77802018413193E-08,1.93335075653645E-07,2.06425150714351E-07,0,0,4.54373781474781E-05,0
21,40,Sunflower seed,267,1.63763671421925E-05,0.00383745048613544,0,0.000896405741750024,0,0.00119664917199839,0.000120982694247318,0,5.10645136602725E-06,4.98149863818119E-08,6.9386375885192E-08,7.70959732057689E-09,6.01653615806048E-06,6.06200261509863E-06,1.18464134363394E-08,1.19495235897582E-08,1.83535222528477E-05,1.87169899166321E-05,3.51595087629905E-08,3.57157017330846E-08,2.48561833208804E-07,2.65391128373842E-07,0,0,5.84167046272127E-05,0
22,40,Rapeseed,270,1.32477867241032E-05,0.00310433475038849,0,0.000725154240977521,0,0.000968038446901046,9.78698704529212E-05,0,4.13090266154581E-06,4.02982120222541E-08,5.61306363801033E-08,6.23673737556704E-09,4.8671226742642E-06,4.90390311040807E-06,9.58324622839173E-09,9.66665797104021E-09,1.48472213849778E-05,1.51412513153716E-05,2.84425519635715E-08,2.88924884959705E-08,2.01075985016142E-07,2.1469017130835E-07,0,0,4.72566374035649E-05,0
23,40,Poppy seed,296,6.3981065399331E-05,0.0149925907491138,0,0.00350218054402788,0,0.00467520593968768,0.000472669036155268,0,1.99504686217331E-05,1.94622890039505E-07,2.71086634464564E-07,3.01207371627293E-08,2.35060920449522E-05,2.36837256028698E-05,4.62829238155728E-08,4.66857663637363E-08,7.17056412677808E-05,7.31256783349281E-05,1.37365192783048E-07,1.3953819113398E-07,9.71109817472067E-07,1.03686043390791E-06,0,0,0.000228229067333105,0
24,40,Linseed,333,3.51119904107133E-05,0.0082277420566388,0,0.00192195189171982,0,0.00256569322654856,0.00025939472188124,0,1.09485620247714E-05,1.06806552940643E-07,1.48768877954506E-07,1.65298753282784E-08,1.28998426850881E-05,1.29973257098439E-05,2.53994766584359E-08,2.56205514967472E-08,3.93511388545071E-05,4.01304370355132E-05,7.53842609787896E-08,7.65767746824018E-08,5.32932647901567E-07,5.69015745289597E-07,0,0,0.000125249193236001,0
25,40,Oilseeds nes,339,5.19167101793512E-05,0.012165567795742,0,0.00284180469901896,0,0.00379364285800224,0.00038354193084573,0,1.61885815891335E-05,1.57924537726663E-07,2.19970176288119E-07,2.44411306986798E-08,1.90737519066023E-05,1.92178906433829E-05,3.75557538310578E-08,3.78826358498298E-08,5.8184729696027E-05,5.93370026755231E-05,1.11463428405535E-07,1.13226683282606E-07,7.8799605213431E-07,8.41348644441241E-07,0,0,0.000185193889305887,0
26,40,Cabbages and other brassicas,358,7.70626152948444E-07,0.000180579714632898,0,4.2182353524912E-05,0,5.63109717704216E-05,5.69310808872514E-06,0,2.4029535593894E-07,2.34415429144167E-09,3.26512928362947E-09,3.62792142625497E-10,2.83121407410058E-07,2.85260932041575E-07,5.57459168655446E-10,5.62311244831384E-10,8.63665556833146E-07,8.80769331133712E-07,1.65450839873836E-09,1.68068128831265E-09,1.16966264637536E-08,1.24885661459346E-08,0,0,2.74892715606079E-06,0
27,40,Asparagus,367,1.02269027946426E-05,0.00239645537744746,0,0.000559797805327514,0,0.000747297288529075,7.55526694753644E-05,0,3.18893569571858E-06,3.11090377383313E-08,4.3331204979042E-08,4.81457833100466E-09,3.75727595227198E-06,3.78566937020824E-06,7.39798501258875E-09,7.46237643145464E-09,1.14616194415664E-05,1.16886019239597E-05,2.19568158984464E-08,2.23041537048614E-08,1.55224762892332E-07,1.65734515407086E-07,0,0,3.64807380427274E-05,0
28,40,Lettuce and chicory,372,1.30987137623333E-06,0.000306940269832552,0,7.16994320177635E-05,0,9.5714543047559E-05,9.67685731750973E-06,0,4.08441898035708E-07,3.98447495726167E-09,5.54990168963761E-09,6.16655743293068E-10,4.81235455280663E-07,4.84872111086918E-07,9.47540912862648E-10,9.55788226652672E-10,1.46801505140463E-06,1.49708718228956E-06,2.81224973348396E-09,2.85673708802741E-09,1.98813343470698E-08,2.12274333827997E-08,0,0,4.67248740948897E-06,0
29,40,Spinach,373,2.24799355076591E-06,0.000526769085555628,0,0.000123050143467521,0,0.000164264735751497,1.66073656056201E-05,0,7.00965582809482E-07,6.83813248356449E-09,9.52470863327553E-09,1.05830095925284E-09,8.25893457555879E-07,8.3213466485848E-07,1.6261641408848E-09,1.64031813229763E-09,2.51939879583797E-06,2.56929221585015E-06,4.82636644995968E-09,4.90271538613683E-09,3.41202290574156E-08,3.64303963043057E-08,0,0,8.01889540694492E-06,0
30,40,Tomatoes,388,1.26076242969373E-07,2.95432641239734E-05,0,6.90113180259871E-06,0,9.21260682836462E-06,9.31405813180382E-07,0,3.93128828600716E-08,3.83509130691638E-10,5.34182795787915E-10,5.9353643976435E-11,4.63193251538264E-08,4.66693563930338E-08,9.12016252290504E-11,9.19954362521034E-11,1.41297707287725E-07,1.4409592481014E-07,2.70681447905859E-10,2.74963393921515E-10,1.91359547599581E-09,2.0431586622512E-09,0,0,4.49730919080051E-07,0
31,40,Cauliflowers and broccoli,393,1.84454759140568E-06,0.000432230175952934,0,0.000100966413216714,0,0.000134784249082958,1.36268523621891E-05,0,5.75163739677541E-07,5.61089723677118E-09,7.8153152896562E-09,8.68368365517356E-10,6.77670888946001E-07,6.82791990780815E-07,1.33431750650592E-09,1.34593129016665E-09,2.06724391138489E-06,2.1081829913387E-06,3.96018156167806E-09,4.02282820329497E-09,2.79966934534236E-08,2.98922564676251E-08,0,0,6.57974939633385E-06,0
32,40,"Pumpkins, squash and gourds",394,1.17094836068047E-06,0.000274386640023215,0,6.40950965921143E-05,0,8.55632005618046E-05,8.65054418172002E-06,0,3.65123156071576E-07,3.56188745248742E-09,4.9612873472405E-09,5.51254149693389E-10,4.30196336591933E-07,4.33447294076734E-07,8.47046128899111E-10,8.54418744819779E-10,1.31231955219877E-06,1.33830833599759E-06,2.51398669746986E-09,2.5537557891676E-09,1.7772749511319E-08,1.89760832796575E-08,0,0,4.17693032439136E-06,0
33,40,Cucumbers and gherkins,397,2.96991301952026E-07,6.95935433150783E-05,0,1.6256640194253E-05,0,2.17016626755985E-05,2.19406462777705E-06,0,9.26073302084074E-08,9.03412675949327E-10,1.25834685635394E-09,1.3981631737266E-10,1.09112044894262E-07,1.0993659542819E-07,2.14838963939433E-10,2.16708903617899E-10,3.32847720251401E-07,3.39439336923615E-07,6.37630323798188E-10,6.47717083144173E-10,4.50775815046742E-09,4.81296346484523E-09,0,0,1.0594079268218E-06,0
34,40,Eggplants (aubergines),399,3.23863477652715E-07,7.58904614783531E-05,0,1.7727563041931E-05,0,2.36652585404699E-05,2.3925865703012E-06,0,1.00986567014925E-07,9.85154679835562E-10,1.37220378614987E-09,1.52467087349985E-10,1.1898465066483E-07,1.19883807649103E-07,2.34277884703743E-10,2.36317019059828E-10,3.6296423329869E-07,3.70152268385191E-07,6.95323980078937E-10,7.0632340308751E-10,4.91562622013615E-09,5.24844692519659E-09,0,0,1.15526459252596E-06,0
35,40,"Chillies and peppers, green",401,4.35205689975645E-07,0.00010198112145783,0,2.38221869324932E-05,0,3.18012245351151E-05,3.21514267894995E-06,0,1.35705109123575E-07,1.32384461896726E-09,1.84395875653174E-09,2.04884306281304E-10,1.59890819935634E-07,1.61099101395998E-07,3.14821137590141E-10,3.17561313422332E-10,4.87749037755426E-07,4.97408273776921E-07,9.3437196037078E-10,9.49152915341297E-10,6.60558737991058E-09,7.05282973534322E-09,0,0,1.55243724219448E-06,0
36,40,"Onions, dry",403,9.33725490442343E-07,0.000218798547083337,0,5.11100467877526E-05,0,6.82289194734084E-05,6.89802717173263E-06,0,2.91152718106772E-07,2.84028332943864E-09,3.95617827146148E-09,4.3957536349572E-10,3.43042698430673E-07,3.45635043211905E-07,6.75442734019449E-10,6.81321728898752E-10,1.04645623892567E-06,1.06717994520804E-06,2.00467718379694E-09,2.03638944020109E-09,1.41721614814179E-08,1.51317114075605E-08,0,0,3.33072443384212E-06,0
37,40,Garlic,406,7.14582841492528E-06,0.00167447166313494,0,0.00039114667893565,0,0.000522157910952777,5.27908031592262E-05,0,2.22820024453276E-06,2.17367711706425E-08,3.02767477123568E-08,3.36408307915075E-09,2.62531577757104E-06,2.64515506779995E-06,5.16918294596889E-09,5.2141750652692E-09,8.00856012139968E-06,8.16715925008462E-06,1.53418529635966E-08,1.55845477868972E-08,1.08459965216168E-07,1.158034287908E-07,0,0,2.5490131248703E-05,0
38,40,"Leeks, other alliaceous vegetables",407,1.02881338201618E-06,0.000241080355531898,0,5.63149454833912E-05,0,7.51771544348576E-05,7.60050222086981E-06,0,3.20802865151221E-07,3.129529532989E-09,4.35906397435185E-09,4.8434044159465E-10,3.77977170336458E-07,3.80833511979727E-07,7.44227859963001E-10,7.5070555460296E-10,1.15302430245427E-06,1.17585845078428E-06,2.20882768482175E-09,2.24376942529737E-09,1.56154132380703E-08,1.66726809413012E-08,0,0,3.66991573478591E-06,0
39,40,"Beans, green",414,2.98601301446445E-06,0.000699708121738486,0,0.00016344767968776,0,0.000218193080938519,2.20595872338937E-05,0,9.31093575534344E-07,9.08310105409283E-09,1.26516839553444E-08,1.40574266170493E-09,1.09703544833688E-06,1.10532565282843E-06,2.16003612941107E-09,2.17883689623307E-09,3.3465209855407E-06,3.41279448594365E-06,6.41086938494289E-09,6.51228378490316E-09,4.53219485381703E-08,4.83905469611743E-08,0,0,1.0651510116036E-05,0
40,40,"Peas, green",417,6.36729874923281E-06,0.00149203992976319,0,0.000348531704784794,0,0.000465269415980847,4.70393067687802E-05,0,1.98544042849118E-06,1.93685753212477E-08,2.69781313860084E-08,2.99757015400094E-09,2.33929068769055E-06,2.35696851040406E-06,4.60600649711618E-09,4.6460967775304E-09,7.13603684320723E-06,7.27735678192782E-06,1.36703759891559E-08,1.38866294947144E-08,9.66433785927899E-08,1.03186780381745E-07,0,0,2.27130111994641E-05,0
41,40,"Vegetables, leguminous nes",420,5.67001340697632E-05,0.0132864606149046,0,0.00310363863345379,0,0.00414317582756001,0.000418880141388044,0,1.76801408127021E-05,1.72475151662606E-07,2.40237458109324E-07,2.6693050901036E-08,2.08311406208456E-05,2.09885597961338E-05,4.10160094881923E-08,4.13730092716019E-08,6.35456669573375E-05,6.48041063344994E-05,1.21733278411446E-07,1.23658993418882E-07,8.60599249222649E-07,9.18867562571509E-07,0,0,0.000202257005813151,0
42,40,Carrots and turnips,426,7.17331180289111E-07,0.000168091180578651,0,3.9265105817687E-05,0,5.2416616914383E-05,5.29938405175291E-06,0,2.23677006852379E-07,2.18203724104875E-09,3.03931943376332E-09,3.37702159307035E-10,2.63541293746045E-07,2.65532853107627E-07,5.18906400833441E-10,5.23422917067442E-10,8.0393616397239E-07,8.1985707524627E-07,1.54008588720274E-09,1.56444871176828E-09,1.08877110315338E-08,1.1624881739747E-08,0,0,2.55881681907802E-06,0
43,40,"Maize, green",446,2.12524206913732E-06,0.000498004907959986,0,0.000116331001671006,0,0.000155295074923976,1.57005219301376E-05,0,6.62689421460535E-07,6.46473688656907E-09,9.0046127920678E-09,1.00051253245198E-09,7.8079562106618E-07,7.86696027816535E-07,1.53736759714166E-09,1.55074871115175E-09,2.38182725569853E-06,2.42899625008773E-06,4.56282315268768E-09,4.63500306220845E-09,3.22570970796226E-08,3.44411178559105E-08,0,0,7.58102435883103E-06,0
44,40,"Vegetables, fresh nes",463,1.55898595305489E-06,0.000365314929219879,0,8.533540726658E-05,0,0.000113917771486313,1.15172259669462E-05,0,4.86120388024509E-07,4.74225225573857E-09,6.60539571439521E-09,7.33932857155023E-10,5.72758003959073E-07,5.77086287957727E-07,1.12774658634462E-09,1.13756239466166E-09,1.74720578336028E-06,1.78180692397403E-06,3.34709034072584E-09,3.40003841034566E-09,2.36624156672527E-08,2.52645191456555E-08,0,0,5.56111261715329E-06,0
45,40,Apricots,526,4.64438898972101E-06,0.00108831297147023,0,0.000254223474666746,0,0.000339373451433504,3.43110708394757E-05,0,1.44820559376807E-06,1.41276860897132E-08,1.96781934234704E-08,2.18646593594116E-09,1.70630848991905E-06,1.71920291947331E-06,3.35967993717389E-09,3.38892229948224E-09,5.20511636882571E-06,5.30819693615436E-06,9.97134675627274E-09,1.01290848238207E-08,7.04929140508562E-08,7.5265754845802E-08,0,0,1.65671603128268E-05,0
46,40,"Cherries, sour",530,7.10570271894321E-06,0.00166506906668507,0,0.000388950288004882,0,0.000519225857680162,5.24943689887958E-05,0,2.21568831723647E-06,2.16147135139259E-08,3.01067358532007E-08,3.34519287257786E-09,2.61057394266668E-06,2.63030183009076E-06,5.14015663140858E-09,5.18489610818856E-09,7.96358996118506E-06,8.12129851427105E-06,1.52557044455979E-08,1.54970364739738E-08,1.07850934137084E-07,1.15153162242609E-07,0,0,2.53469974932252E-05,0
47,40,Cherries,531,1.0909163416123E-05,0.00255632852457699,0,0.000597143227126789,0,0.00079715123969497,8.05929648869692E-05,0,3.40167705967891E-06,3.31843944565089E-08,4.62219310798105E-08,5.13577011997894E-09,4.00793262494646E-06,4.038220234248E-06,7.89152190775074E-09,7.96020902887719E-09,1.22262509004155E-05,1.24683759154613E-05,2.34216064769246E-08,2.37921160013491E-08,1.65580170128191E-07,1.76791052831263E-07,0,0,3.89144534606673E-05,0
48,40,Peaches and nectarines,534,3.37500798034305E-06,0.000790860750887176,0,0.00018474039484844,0,0.000246617608783334,2.49333417492883E-05,0,1.05238933408941E-06,1.02663780751551E-08,1.42998486969835E-08,1.58887207744262E-09,1.23994884647891E-06,1.24931903548415E-06,2.44142913620192E-09,2.46267912330964E-09,3.78248017603199E-06,3.85738728181544E-06,7.24602847687179E-09,7.36065437017152E-09,5.12261457870625E-08,5.46944977721137E-08,0,0,1.2039107488878E-05,0
49,40,Plums and sloes,536,7.27285865557929E-07,0.000170423847616002,0,3.98100030439645E-05,0,5.31440228024536E-05,5.37292567632378E-06,0,2.26781060135257E-07,2.21231822502986E-09,3.08149725793419E-09,3.4238858421491E-10,2.67198559325274E-07,2.69217756334826E-07,5.26107467852708E-10,5.30686661548469E-10,8.15092700462747E-07,8.31234552447528E-07,1.56145826124045E-09,1.58615917824847E-09,1.10388040546658E-08,1.17862047690343E-08,0,0,2.59432652058607E-06,0
50,40,Strawberries,544,3.76641111348942E-06,0.000882577682397444,0,0.000206164927703923,0,0.000275218105531508,2.78248869359426E-05,0,1.17443600332737E-06,1.14569804583449E-08,1.59582168004419E-08,1.7731352000491E-09,1.38374698452175E-06,1.39420384394561E-06,2.72456417434994E-09,2.74827854423296E-09,4.22113827716409E-06,4.30473243674691E-06,8.08635782282705E-09,8.21427699840597E-09,5.71668943947238E-08,6.10374747127775E-08,0,0,1.34352951183229E-05,0
51,40,Raspberries,547,6.10340983853777E-06,0.00143020322203432,0,0.000334087015515357,0,0.000445986601682603,4.50897906691062E-05,0,1.90315503046622E-06,1.85658562335255E-08,2.58600387717897E-08,2.87333764130997E-09,2.24234017607084E-06,2.25928535193314E-06,4.41511329655375E-09,4.45354205913369E-09,6.8402880392956E-06,6.97575105718411E-06,1.31038153846288E-08,1.33111063922328E-08,9.26380512307256E-08,9.89102656232148E-08,0,0,2.17716839553556E-05,0
52,40,Gooseberries,549,7.09580748333929E-06,0.00166275033040193,0,0.000388408644920411,0,0.000518502795880841,5.24212665569084E-05,0,2.2126028014485E-06,2.15846133688464E-08,3.00648099162011E-08,3.34053443513345E-09,2.606938518382E-06,2.62663893321094E-06,5.13299856936733E-09,5.17767574299714E-09,7.95250005184943E-06,8.10998898368876E-06,1.52344597079887E-08,1.54754556630199E-08,1.07700743445804E-07,1.14992802639062E-07,0,0,2.53116998566693E-05,0
53,40,Currants,550,3.34049145670709E-06,0.000782772543700781,0,0.000182851037477304,0,0.00024409542733304,2.46783461211816E-05,0,1.04162644951672E-06,1.01613828622398E-08,1.41536028011472E-08,1.5726225334608E-09,1.22726777315518E-06,1.23654213235731E-06,2.41646041109785E-09,2.43749307259136E-09,3.74379639597607E-06,3.8179374197525E-06,7.17192266300542E-09,7.28537626652735E-09,5.07022511823277E-08,5.41351320058388E-08,0,0,1.19159824057327E-05,0
54,40,Berries nes,558,6.640698262845E-06,0.00155610524335262,0,0.000363496983204952,0,0.000485247186309767,4.90590837727709E-05,0,2.07069140678411E-06,2.02002245465692E-08,2.8136520255384E-08,3.126280028376E-09,2.43973531286056E-06,2.4581721871471E-06,4.80377952231904E-09,4.84559120196353E-09,7.44244448621072E-06,7.58983243022391E-06,1.42573555378666E-08,1.44828945513877E-08,1.00793058659913E-07,1.07617421486967E-07,0,0,2.36882640435921E-05,0
